NGC104       571.44  6.77  0.20  0.19  VB21
NGC104       573.74  6.29  0.34  0.31   RV
NGC104       601.09  6.26  0.18  0.18  VB21
NGC104       632.46  6.23  0.18  0.18  VB21
NGC104       642.08  6.61  0.35  0.33   RV
NGC104       665.91  6.20  0.18  0.18  VB21
NGC104       703.64  5.79  0.18  0.17  VB21
NGC104       726.12  5.59  0.31  0.28   RV
NGC104       746.39  5.86  0.18  0.17  VB21
NGC104       796.54  5.91  0.18  0.17  VB21
NGC104       831.35  5.44  0.31  0.28   RV
NGC104       851.91  5.73  0.18  0.17  VB21
NGC104       919.44  5.20  0.15  0.15  VB21
NGC104       971.75  5.16  0.29  0.27   RV
NGC104       991.01  5.26  0.16  0.15  VB21
NGC104      1076.29  5.20  0.15  0.15  VB21
NGC104      1137.84  4.89  0.21  0.20  VB21
NGC104      1180.70  4.24  0.25  0.24   RV
NGC104      1421.25  3.81  0.60  0.50  VB21
NGC104      1705.71  3.87  0.25  0.23   RV
NGC288        13.89  3.15  0.30  0.30  LI22
NGC288        32.00  2.90  0.17  0.17  LI22
NGC288        48.90  2.90  0.17  0.17  LI22
NGC288        49.25  2.86  0.25  0.22   RV
NGC288        54.84  3.75  0.30  0.29  VB21
NGC288        67.04  2.68  0.17  0.17  LI22
NGC288        80.80  2.90  0.17  0.17  LI22
NGC288        94.10  2.65  0.23  0.20   RV
NGC288       108.61  3.22  0.31  0.29  VB21
NGC288       137.21  2.74  0.24  0.21   RV
NGC288       158.33  2.63  0.33  0.32  VB21
NGC288       188.51  2.49  0.22  0.20   RV
NGC288       212.86  1.76  0.31  0.30  VB21
NGC288       246.57  2.57  0.24  0.21   RV
NGC288       292.71  2.61  0.33  0.33  VB21
NGC288       350.01  1.88  0.19  0.16   RV
NGC288       442.62  2.10  0.56  0.54  VB21
NGC288       639.10  1.45  0.26  0.22   RV
NGC362         6.30  7.49  0.41  0.38   RV
NGC362         7.12  8.25  0.33  0.33  LI22
NGC362        12.31  8.16  0.29  0.29  LI22
NGC362        12.92  7.96  0.43  0.41   RV
NGC362        16.10  7.70  0.29  0.29  LI22
NGC362        17.54  7.46  0.42  0.38   RV
NGC362        19.56  7.74  0.29  0.29  LI22
NGC362        21.48  7.65  0.42  0.39   RV
NGC362        22.64  7.87  0.29  0.29  LI22
NGC362        25.86  7.87  0.29  0.29  LI22
NGC362        26.19  7.22  0.39  0.36   RV
NGC362        29.07  8.04  0.29  0.29  LI22
NGC362        30.75  7.65  0.42  0.40   RV
NGC362        32.34  7.28  0.29  0.29  LI22
NGC362        35.68  7.49  0.29  0.29  LI22
NGC362        35.97  6.73  0.38  0.36   RV
NGC362        39.10  7.28  0.29  0.29  LI22
NGC362        42.11  7.05  0.40  0.38   RV
NGC362        43.12  7.45  0.29  0.29  LI22
NGC362        47.11  7.58  0.29  0.29  LI22
NGC362        48.78  6.31  0.38  0.34   RV
NGC362        51.87  6.99  0.25  0.25  LI22
NGC362        55.45  7.31  0.47  0.44  VB21
NGC362        56.62  6.95  0.25  0.25  LI22
NGC362        59.16  6.34  0.37  0.33   RV
NGC362        61.94  6.74  0.25  0.25  LI22
NGC362        66.94  6.57  0.25  0.25  LI22
NGC362        72.89  6.70  0.25  0.25  LI22
NGC362        79.08  6.99  0.29  0.29  LI22
NGC362        80.20  6.79  0.56  0.50   RV
NGC362        90.80  6.03  0.25  0.25  LI22
NGC362        95.50  6.89  0.40  0.38  VB21
NGC362       127.51  6.30  0.49  0.43   RV
NGC362       136.58  5.92  0.37  0.34  VB21
NGC362       177.21  4.84  0.54  0.46   RV
NGC362       197.69  5.11  0.33  0.30  VB21
NGC362       231.35  4.16  0.46  0.40   RV
NGC362       304.85  3.52  0.40  0.33   RV
NGC362       326.55  3.71  0.29  0.27  VB21
NGC362       518.44  3.29  0.48  0.40   RV
NGC1261        3.11  5.83  0.47  0.47  LI22
NGC1261        7.83  5.68  0.23  0.23  LI22
NGC1261       12.07  5.52  0.23  0.23  LI22
NGC1261       15.38  4.50  0.52  0.45   RV
NGC1261       15.85  5.52  0.23  0.23  LI22
NGC1261       18.63  4.82  0.23  0.23  LI22
NGC1261       21.85  4.90  0.23  0.23  LI22
NGC1261       24.74  5.21  0.23  0.23  LI22
NGC1261       27.56  5.13  0.23  0.23  LI22
NGC1261       30.96  4.90  0.23  0.23  LI22
NGC1261       34.54  4.82  0.23  0.23  LI22
NGC1261       38.15  4.98  0.23  0.23  LI22
NGC1261       42.02  4.90  0.23  0.23  LI22
NGC1261       42.34  3.79  0.41  0.35   RV
NGC1261       46.50  4.51  0.23  0.23  LI22
